4	 5	 6	 7	 8	10	11	12
Hat	LeftArrow	LightPurple	Background	Puzzle	DarkGray	Background	UpArrow
Hat	LeftArrow	LightPurple	Background	Puzzle	DarkGray	Background	UpArrow
Hat_Choice	LeftArrow_Choice	LightPurple_Choice	Background	Puzzle_Choice	DarkGray_Choice	Background	UpArrow_Choice
Background	Rabbit	Chevron	DarkRed	Background	Ditto	DarkYellow	Background
Background	Rabbit	Chevron	DarkRed	Background	Ditto	DarkYellow	Background
Background	Rabbit	Chevron	DarkRed	Background	Ditto	DarkYellow	Background
Background	Rabbit	Chevron	DarkRed	Background	Ditto	DarkYellow	Background
Background	Rabbit	Chevron	DarkRed	Background	Ditto	DarkYellow	Background
Background	Rabbit_Choice	Chevron_Choice	DarkRed_Choice	Background	Ditto_Choice	DarkYellow_Choice	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background
